Type,Name,Website,Address
restaurant,Hellas Cafe,https://hellascafe.net/," 8501, Westfield Boulevard, Nora, Indianapolis, Marion County, Indiana, 46240, United States"
cafe,Allegro Coffee,https://www.allegrocoffee.com/locations/indiana/indianapolis/indianapolis," 1300, East 86th Street, Nora, Indianapolis, Marion County, Indiana, 46240, United States"
cafe,Bran n Shorts Coffee House,Not Provided," 15, West Main Street, Mooresville, Morgan County, Indiana, 46158, United States"
restaurant,Tow Yard Brewing,http://towyardbrewing.com/," 501, Madison Avenue, Old Southside, Indianapolis, Marion County, Indiana, 46225, United States"
restaurant,LongHorn Steakhouse,https://www.longhornsteakhouse.com/locations/in/terre-haute/terre-haute/5560," 3290, Critchfield Street, Terre Haute, Vigo County, Indiana, 47802, United States"
restaurant,Revery,Not Provided," Main Street West, Greenwood, Johnson County, Indiana, 46142, United States"
restaurant,"Between the Bun - Burgers, Dogs and More",Not Provided," Dogs and More, West Pearl Street, Spring Hill, Greenwood, Johnson County, Indiana, 46142, United States"
cafe,Starbucks,Not Provided," Lake Circle Drive, Indianapolis, Marion County, Indiana, 46268, United States"
restaurant,First Watch,Not Provided," Yardley Court, Indianapolis, Marion County, Indiana, 46268, United States"
restaurant,Lotsa Pizza,https://lotsa.com/," 316, West State Street, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
fast_food,Popeyes,Not Provided," East Main Street, Plainfield, Hendricks County, Indiana, 46168, United States"
fast_food,Subway,Not Provided," 2918, West 100 North, Peru, Miami County, Indiana, 46970, United States"
restaurant,Noble Roman's Craft Pizza & Pub,Not Provided," 11715, Allisonville Road, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,Aver's Pizza,Not Provided," South College Mall Road, Bloomington, Monroe County, Indiana, 47401, United States"
restaurant,Not Provided,Not Provided," South College Mall Road, Bloomington, Monroe County, Indiana, 47401, United States"
restaurant,Charlie Brown's Pancake & Steakhouse,Not Provided," Alley 1550 North, Old Speedway, Indianapolis, Marion County, Indiana, 36224, United States"
fast_food,Chipotle,https://www.chipotle.com," 5320, East 82nd Street, Ivy Hills, Allisonville, Indianapolis, Marion County, Indiana, 46250, United States"
cafe,Black Dog Coffee,Not Provided," 116, South 6th Street, Logansport, Cass County, Indiana, 46947, United States"
restaurant,Sakura,https://www.indysakura.com," 7201, North Keystone Avenue, Indianapolis, Marion County, Indiana, 46240, United States"
restaurant,Hydrabad House,https://hhindianapolis.com/," 8540, Castleton Corner Drive, Allisonville, Indianapolis, Marion County, Indiana, 46250, United States"
restaurant,Rioute 66 Diner,Not Provided," Win Hentschel Boulevard, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
restaurant,Feast Market & Cellar,Not Provided," 407, Patterson Road, Bloomington, Monroe County, Indiana, 47403, United States"
fast_food,Papa Murphy's,Not Provided," 1424, West McGalliard Road, Muncie, Delaware County, Indiana, 47304, United States"
restaurant,Outback Steakhouse,Not Provided," North Granville Avenue, ""Cheese Box"", Morningside, Muncie, Delaware County, Indiana, 47303, United States"
restaurant,Stone Creek Dining Company,Not Provided," 4450, Weston Pointe Drive, Zionsville, Hamilton County, Indiana, 46077, United States"
restaurant,HotBox Pizza,Not Provided," 4400, Weston Pointe Drive, Zionsville, Hamilton County, Indiana, 46077, United States"
fast_food,Subway,Not Provided," Bobby Helms Boulevard, Martinsville, Morgan County, Indiana, 46151, United States"
fast_food,Burger King,Not Provided," 1840, South Ohio Street, Martinsville, Morgan County, Indiana, 46151, United States"
fast_food,Papa John's,Not Provided," 10537, East Washington Street, Indianapolis, Marion County, Indiana, 46229, United States"
restaurant,Panda Chinese Restaurant,Not Provided," 10537, East Washington Street, Indianapolis, Marion County, Indiana, 46229, United States"
restaurant,Noodles & Company,Not Provided," 1416, West McGalliard Road, Muncie, Delaware County, Indiana, 47304, United States"
restaurant,Fitzgerald's Lunch House,Not Provided," 9130, Otis Avenue, Indianapolis, Marion County, Indiana, 46216, United States"
fast_food,Subway,Not Provided," Harrison Park Drive, Indianapolis, Marion County, Indiana, 46216, United States"
cafe,Della Leva Espresso Bar,Not Provided," 8220, East 106th Street, Fishers, Hamilton County, Indiana, 46256, United States"
restaurant,Jit's Thai Bistro,Not Provided," East Market Street, Spencer, Owen County, Indiana, 47460, United States"
cafe,Main Street Coffee,Not Provided," West Franklin Street, Spencer, Owen County, Indiana, 47460, United States"
restaurant,Tony's Pizza,Not Provided," East McGalliard Road, ""Cheese Box"", Drew, Muncie, Delaware County, Indiana, 47303, United States"
fast_food,Auntie Anne's,Not Provided," North Granville Avenue, ""Cheese Box"", Morningside, Muncie, Delaware County, Indiana, 47303, United States"
restaurant,Burgerhaus,Not Provided," 89, Veterans Way, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Flamme Burger,Not Provided," 8487, Union Chapel Road, Indianapolis, Marion County, Indiana, 46240, United States"
restaurant,Le Peep Restaurant,Not Provided," 8487, Union Chapel Road, Indianapolis, Marion County, Indiana, 46240, United States"
fast_food,Wendy's,Not Provided," Windfall Lane, Friendswood, Hendricks County, Indiana, 46113, United States"
restaurant,Dragon,Not Provided," West 3rd Street, Bloomington, Monroe County, Indiana, 47404, United States"
ice_cream,Silver Dipper Ice Cream,Not Provided," Sagamore Parkway West, West Lafayette, Tippecanoe County, Indiana, 47906, United States"
fast_food,McDonald's,Not Provided," Dwight D Eisenhower Highway, Hendricks County, Indiana, United States"
fast_food,Subway,Not Provided," SR 39, Center Valley, Hendricks County, Indiana, 46118, United States"
restaurant,Bier Brewery North,https://www.bierbrewery.com/bier-brewery-north," 13720, North Meridian Street, Carmel, Hamilton County, Indiana, 46032, United States"
cafe,Starbucks,Not Provided," South Emerson Avenue, Indianapolis, Marion County, Indiana, 46203, United States"
restaurant,Cafeteria,Not Provided," Highway 5, Martin County, Indiana, United States"
restaurant,Flashback Bar & Grill,Not Provided," East Southport Road, Indianapolis, Marion County, Indiana, 46259, United States"
fast_food,Hardee's,Not Provided," South Western Avenue, Marion, Grant County, Indiana, 46953, United States"
fast_food,Arby's,Not Provided," North Baldwin Avenue, Marion, Grant County, Indiana, 46952, United States"
fast_food,Taco Bell,Not Provided," North Baldwin Avenue, Marion, Grant County, Indiana, 46952, United States"
fast_food,McDonald's,Not Provided," North Baldwin Avenue, Marion, Grant County, Indiana, 46952, United States"
fast_food,Burger King,Not Provided," Lafayette Avenue, Crawfordsville, Montgomery County, Indiana, 47933, United States"
fast_food,Subway,Not Provided," Lafayette Avenue, Crawfordsville, Montgomery County, Indiana, United States"
restaurant,Under the Arch,Not Provided," Guion Road, Marshall, Parke County, Indiana, 47859, United States"
fast_food,Arby's,Not Provided," East State Road 18, Dooville, Marion, Grant County, Indiana, 46952, United States"
fast_food,Taco Bell,Not Provided," East 500 South, Gas City, Grant County, Indiana, 46989, United States"
cafe,Starbucks,Not Provided," East 500 South, Gas City, Grant County, Indiana, 46989, United States"
fast_food,Burger King,Not Provided," East 500 South, Gas City, Grant County, Indiana, 46989, United States"
restaurant,Not Provided,Not Provided," Spiceland, Henry County, Indiana, 47362, United States"
fast_food,McDonald's,Not Provided," West Walnut Street, Albany, Delaware County, Indiana, 47320, United States"
restaurant,Greek's Pizzaria,Not Provided," 62, East Berry Street, Upland, Grant County, Indiana, 46989, United States"
restaurant,Mother Bear's Pizza,Not Provided," I 69;SR 37;SR 45, Bloomington, Monroe County, Indiana, 47404, United States"
restaurant,Apna Kitchen,http://apnakitchenindy.com," 4225, Lafayette Road, Indianapolis, Marion County, Indiana, 46254, United States"
cafe,Starbucks,Not Provided," West 32nd Street, Marion, Grant County, Indiana, 46953, United States"
fast_food,Culver's,https://www.culvers.com/restaurants/indianapolis-in-rockville-rd," 8232, Country Village Drive, Indianapolis, Marion County, Indiana, 46231, United States"
fast_food,Culver's,https://www.culvers.com/restaurants/greenwood-in-emerson-ave," 1142, North Emerson Avenue, Greenwood, Johnson County, Indiana, 46143, United States"
restaurant,MashCraft Brewing,http://www.mashcraft.com/locations/fishers/," 11069, Allisonville Road, Fishers, Hamilton County, Indiana, 46038, United States"
food_court,The Restaurants at Woodland,Not Provided," 1725, East 3rd Street, Bloomington, Monroe County, Indiana, 47406, United States"
restaurant,Best Taste,https://www.besttastebloomington.com/," 109, West 4th Street, Bloomington, Monroe County, Indiana, 47404, United States"
restaurant,Riviera Maya,Not Provided," 2380, 25th Street, Columbus, Bartholomew County, Indiana, 47201, United States"
fast_food,Campus Craves,Not Provided," 208, North Walnut Street, Bloomington, Monroe County, Indiana, 47404, United States"
restaurant,Chuck E. Cheese's,Not Provided," National Road, Columbus, Bartholomew County, Indiana, 47203, United States"
fast_food,Papa Murphy's,Not Provided," Jolinda Drive, Columbus, Bartholomew County, Indiana, 47203, United States"
restaurant,Legacy Pub,Not Provided," 3230, Daugherty Drive, Bridgewater, Lafayette, Tippecanoe County, Indiana, 47909, United States"
cafe,Starbucks,Not Provided," North Grant Street, West Lafayette, Tippecanoe County, Indiana, 46906, United States"
cafe,Starbucks,Not Provided," 501, Northwestern Avenue, West Lafayette, Tippecanoe County, Indiana, 47907, United States"
fast_food,Jimmy John's,Not Provided," Jolinda Drive, Columbus, Bartholomew County, Indiana, 47203, United States"
restaurant,Mancino's,Not Provided," South Drive, Columbus, Bartholomew County, Indiana, 47203, United States"
fast_food,McDonald's,Not Provided," Brookville Road, Indianapolis, Marion County, Indiana, 46239, United States"
restaurant,Hive,Not Provided," SR 46, Bloomington, Monroe County, Indiana, 47408, United States"
restaurant,Wagner’s Village Inn,Not Provided," SR 229, Peppertown, Metamora, Franklin County, Indiana, 47030, United States"
restaurant,The Brau Haus,http://www.oldenburgbrauhaus.com/," Wasser Strasse, Oldenburg Historic District, Oldenburg, Franklin County, Indiana, 47006, United States"
pub,Der Perlen Strasse Pub,Not Provided," SR 229, Peppertown, Metamora, Franklin County, Indiana, 47030, United States"
fast_food,Penn Station,Not Provided," 2630, East Conner Street, Noblesville, Hamilton County, Indiana, 46060, United States"
restaurant,Oy Vey Jewish Bakery and Delicatessen,https://jewish-terrehaute-oyvey.com/," 1803, North 3rd Street, Terre Haute, Vigo County, Indiana, 47809, United States"
food_court,The Atrium,Not Provided," Cow Path, Muncie, Delaware County, Indiana, 47306, United States"
fast_food,Papa John's,Not Provided," North McKinley Avenue, Muncie, Delaware County, Indiana, 47303, United States"
fast_food,Chick-fil-A,Not Provided," North McKinley Avenue, Muncie, Delaware County, Indiana, 47303, United States"
fast_food,Jamba,Not Provided," Cow Path, Muncie, Delaware County, Indiana, 47306, United States"
fast_food,Quiznos,Not Provided," West Neely Avenue, Muncie, Delaware County, Indiana, 47303, United States"
fast_food,Subway,Not Provided," 1795, East 10th Street, Bloomington, Monroe County, Indiana, 47408, United States"
fast_food,Pizza X,Not Provided," 1795, East 10th Street, Bloomington, Monroe County, Indiana, 47408, United States"
restaurant,Mura Sushi,Not Provided," 1795, East 10th Street, Bloomington, Monroe County, Indiana, 47408, United States"
food_court,Wright Food Court,Not Provided," 501, North Eagleson Avenue, Bloomington, Monroe County, Indiana, 47406, United States"
fast_food,Taco Bell,Not Provided," 6501, East Washington Street, Irvington, Indianapolis, Marion County, Indiana, 46219, United States"
cafe,Not Provided,Not Provided," North Woodlawn Avenue, Bloomington, Monroe County, Indiana, 47408, United States"
cafe,Campus Cafe,Not Provided," North Fee Lane, Bloomington, Monroe County, Indiana, 47408, United States"
cafe,Campus Cafe,Not Provided," 1315, East 10th Street, Bloomington, Monroe County, Indiana, 47408, United States"
restaurant,Jockamo Upper Crust Pizza,Not Provided," East Washington Street, Irvington, Indianapolis, Marion County, Indiana, 46219, United States"
cafe,Starbucks,Not Provided," East Washington Street, Irvington, Indianapolis, Marion County, Indiana, 46129, United States"
restaurant,Lincoln Square Pancake House,Not Provided," 5648, East Washington Street, Irvington, Indianapolis, Marion County, Indiana, 46219, United States"
fast_food,Dairy Queen,Not Provided," Julian Avenue, Irvington Plaza, Irvington, Indianapolis, Marion County, Indiana, 46219, United States"
restaurant,Village Indian and Pakistani Restaurant,http://www.villagerestaurantin.com/," 4734, Century Plaza Road, Lafayette Square Mall, Indianapolis, Marion County, Indiana, 46254, United States"
restaurant,Pioneer Cafe,Not Provided," State Road 46, Bowling Green, Clay County, Indiana, 47833, United States"
restaurant,Ollies's Downtown,Not Provided," 822, North Illinois Street, St. Joseph, Indianapolis, Marion County, Indiana, 46204, United States"
restaurant,Asaka Japanese Restaurant,https://www.facebook.com/indyAsaka/," 6414, East 82nd Street, Castleton, Indianapolis, Marion County, Indiana, 46250, United States"
fast_food,Subway,Not Provided," East 500 South, Gas City, Grant County, Indiana, 46989, United States"
fast_food,Wendy's,Not Provided," West Commerce Road, Chesterfield, Delaware County, Indiana, 47334, United States"
fast_food,McDonald's,Not Provided," South Traders Country Boulevard, Chesterfield, Delaware County, Indiana, 47334, United States"
fast_food,Subway,Not Provided," Old State Rd 67, Chesterfield, Delaware County, Indiana, 47334, United States"
fast_food,Subway,Not Provided," Frontage Road, Daleville, Delaware County, Indiana, 47334, United States"
restaurant,Waffle House,Not Provided," South Dale-Harker Street, Daleville, Delaware County, Indiana, 47334, United States"
fast_food,Arby's,Not Provided," Factory Shop Boulevard, Daleville, Delaware County, Indiana, 47334, United States"
fast_food,Taco Bell,Not Provided," West Commerce Road, Daleville, Delaware County, Indiana, 47334, United States"
restaurant,Waffle House,Not Provided," Scatterfield Road, Anderson, Madison County, Indiana, 46013, United States"
restaurant,Not Provided,Not Provided," Union Street, West College Corner, Union County, Indiana, 47003, United States"
fast_food,Panera Bread,Not Provided," 5025, East 82nd Street, Indianapolis, Marion County, Indiana, 46250, United States"
restaurant,Waffle House,Not Provided," SR 13, Madison County, Indiana, 46064, United States"
fast_food,McDonald's,Not Provided," I 69, Madison County, Indiana, United States"
fast_food,Little Caesars,Not Provided," Twyckenham Boulevard, Norma Jean Addition, Lafayette, Tippecanoe County, Indiana, 47905, United States"
restaurant,Three Carrots,Not Provided," 920, Virginia Avenue, North Square, Indianapolis, Marion County, Indiana, 46203, United States"
restaurant,Subito,Not Provided," 44, Virginia Avenue, Indianapolis, Marion County, Indiana, 46203, United States"
restaurant,Mumbai Grill,http://www.mumbaigrillindy.com," 916, East Main Street, Greenwood, Johnson County, Indiana, 46143, United States"
restaurant,Rose Garden,https://rose-hulman.cafebonappetit.com/," Rose-Hulman Institute Road, Terre Haute, Vigo County, Indiana, 47803, United States"
restaurant,Hartzell's Ice Cream,Not Provided," 107, North Dunn Street, Bloomington, Monroe County, Indiana, 47408, United States"
cafe,Bapu,Not Provided," 530, East Kirkwood Avenue, Bloomington, Monroe County, Indiana, 47408, United States"
cafe,Monon Coffee Company,Not Provided," East Westfield Boulevard, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
restaurant,Canal Bistro,Not Provided," 6349, Guilford Avenue, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
cafe,Starbucks,Not Provided," Broad Ripple Avenue, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
fast_food,Jimmy John's,Not Provided," Broad Ripple Avenue, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
restaurant,The Garden Table,Not Provided," 908, East Westfield Boulevard, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
fast_food,KFC,Not Provided," North State Street, North Vernon, Jennings County, Indiana, 47265, United States"
fast_food,Long John Silver's,Not Provided," North State Street, North Vernon, Jennings County, Indiana, 47265, United States"
restaurant,Igloo,Not Provided," 4909, Tazer Drive, Lafayette, Tippecanoe County, Indiana, 47905, United States"
fast_food,Panda Express,Not Provided," 1300, East 86th Street, Nora, Indianapolis, Marion County, Indiana, 46240, United States"
restaurant,Japonee Express,Not Provided," 530, East Kirkwood Avenue, Bloomington, Monroe County, Indiana, 47408, United States"
cafe,Moench Cafe,https://rose-hulman.cafebonappetit.com/," 5500, Wabash Avenue, Terre Haute, Vigo County, Indiana, 47803, United States"
restaurant,Ichiban Sushi Bar & Sammy's Asian Cousine,Not Provided," 8265, US 31, Southport, Indianapolis, Marion County, Indiana, 46143, United States"
restaurant,House of Thai,Not Provided," 275, Melody Ave, Hendricks, Greenwood, Johnson County, Indiana, 46142, United States"
restaurant,El Rey Azteca,Not Provided," 309, East 3rd Street, Bloomington, Monroe County, Indiana, 47401, United States"
fast_food,Five Guys,Not Provided," 10, North Pennsylvania Street, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,Fogo de Chao,Not Provided," East Washington Street, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,St. Elmo Steak House,Not Provided," 49, West Maryland Street, Indianapolis, Marion, Indiana, 46204, United States"
restaurant,Blaze Pizza,Not Provided," 11669, Commercial Drive, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,Tandoori Flame,Not Provided," Southern Plaza Drive, Indianapolis, Marion County, Indiana, 46227, United States"
restaurant,Tasty Express,Not Provided," 25th Street, Columbus, Bartholomew County, Indiana, United States"
fast_food,Papa John's,Not Provided," 25th Street, Everroad Park, Columbus, Bartholomew County, Indiana, 47203, United States"
restaurant,Joella's Hot Chicken,Not Provided," 1072, Broad Ripple Avenue, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
restaurant,Dusk Till Dawn Fried Chicken & Seafood,Not Provided," East State Street, West Lafayette, Tippecanoe County, Indiana, 47902, United States"
cafe,Starbucks,Not Provided," 8702, Keystone Crossing Boulevard, Keystone at the Crossing, Indianapolis, Marion County, Indiana, 46240, United States"
cafe,Starbucks,Not Provided," 420, University Boulevard, Historic Ransom Place, Indianapolis, Marion County, Indiana, 46202, United States"
restaurant,Sahm's Ale House,Not Provided," East New Market Street, Carmel, Hamilton County, Indiana, 46032, United States"
fast_food,Arby's,http://www.arbys.com," 7454, East 116th Street, Fishers, Hamilton County, Indiana, 46038, United States"
restaurant,China King II,Not Provided," 19, East 38th Street, North Meridian Street Historic District, Indianapolis, Marion County, Indiana, 46208, United States"
restaurant,Big City Grill & Lemonade,Not Provided," 23, East 38th Street, North Meridian Street Historic District, Indianapolis, Marion County, Indiana, 46208, United States"
restaurant,Janko's Little Zagreb,Not Provided," West 6th Street, Bloomington, Monroe County, Indiana, 47404, United States"
restaurant,The Mug,Not Provided," Pennsy Trail, Irvington, Indianapolis, Marion County, Indiana, 46129, United States"
pub,Upland College Avenue Tasting Room,Not Provided," 4842, North College Avenue, Meridian Kessler, Indianapolis, Marion County, Indiana, 46205, United States"
restaurant,Root & Bone,https://www.rootnboneindy.com/," North College Avenue, Meridian Kessler, Indianapolis, Marion County, Indiana, 46205, United States"
restaurant,Joella's Hot Chicken,Not Provided," 4715, East 96th Street, Indianapolis, Marion County, Indiana, 46240, United States"
restaurant,SoBro Café,Not Provided," North College Avenue, Meridian Kessler, Indianapolis, Marion County, Indiana, 46205, United States"
restaurant,Cornerstone,Not Provided," 651, East 54th Street, Meridian Kessler, Indianapolis, Marion County, Indiana, 46220, United States"
restaurant,Sam's Gyros,Not Provided," North College Avenue, Meridian Kessler, Indianapolis, Marion County, Indiana, 46220, United States"
restaurant,The Goat,Not Provided," 220, 2nd Street Southwest, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Roma,https://ristoranteromaindy.com/," 620, West Walnut Street, Monon Square Shopping Center, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
cafe,SoHo,http://www.sohocafecarmel.com/," South Range Line Road, Monon Square Shopping Center, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
pub,Union Brewing Company,Not Provided," 202, Gradle Drive, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
restaurant,Hot Box Pizza,Not Provided," 715, Broad Ripple Avenue, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
cafe,HoiTea ToiTea Indianapolis,Not Provided," North College Avenue, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
restaurant,Captain Sushi,Not Provided," 6253, North College Avenue, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
restaurant,Hop Cat,Not Provided," 6280, North College Avenue, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
restaurant,Bloomingon Bagel Company,Not Provided," North Dunn Street, Bloomington, Monroe County, Indiana, 47405, United States"
fast_food,Monical's Pizza,Not Provided," 2147, New Margaret Drive, Terre Haute, Vigo County, Indiana, 47803, United States"
restaurant,The Nook by Northside,Not Provided," 6513, North College Avenue, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
cafe,Northside Kitchenette,Not Provided," North College Avenue, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
fast_food,Portillo's,https://www.portillos.com/locations/fishers/," 9201, East 116th Street, Fishers, Hamilton County, Indiana, 46037, United States"
fast_food,Papa John's,Not Provided," 16th Street, Bedford, Lawrence County, Indiana, 47421, United States"
ice_cream,Cold Stone Creamery,Not Provided," 840, Broad Ripple Avenue, Broad Ripple, Wellington, Indianapolis, Marion County, Indiana, 46220, United States"
restaurant,Greek's Pizzeria,Not Provided," 1601, Columbia Avenue, Indianapolis, Marion County, Indiana, 46202, United States"
restaurant,Royal Indian Restaurant,http://royalindyrestaurant.com," 5929, East 82nd Street, Ivy Hills, Indianapolis, Marion County, Indiana, 46250, United States"
restaurant,Red Robin,Not Provided," 2846, East 3rd Street, Bloomington, Monroe County, Indiana, 47401, United States"
restaurant,Lennie's,Not Provided," 514, East Kirkwood Avenue, Bloomington, Monroe County, Indiana, 47408, United States"
restaurant,Pizza Gallery,https://www.pizzagallery.net/," 6710, Wabash Avenue, Terre Haute, Vigo County, Indiana, 47803, United States"
ice_cream,Baskin-Robbins,Not Provided," 85, South Fruitridge Avenue, Deming Park, Terre Haute, Vigo County, Indiana, 47803, United States"
cafe,Java Haute,http://javahaute.com/," 3805, Wabash Avenue, Terre Haute, Vigo County, Indiana, 47803, United States"
restaurant,Wise Pies Pizza & Subs,http://wisepies.com/," Wabash Avenue, Terre Haute, Vigo County, Indiana, 47803, United States"
fast_food,Chava's Mexican Grill,Not Provided," 669, Wabash Avenue, Terre Haute, Vigo County, Indiana, 47807, United States"
restaurant,J. Gumbo's,http://www.jgumbos.com/terre-haute/," 665, Wabash Avenue, Terre Haute, Vigo County, Indiana, 47807, United States"
ice_cream,Graeter's,https://www.graeters.com/," 5560, North Illinois Street, Indianapolis, Marion County, Indiana, 46208, United States"
restaurant,Buffalo Wild Wings,Not Provided," South Reed Road, Kokomo, Howard County, Indiana, 46902, United States"
restaurant,1st Wok,Not Provided," 2570, Wabash Avenue, Terre Haute, Vigo County, Indiana, 47803, United States"
ice_cream,Sweet Science Ice Cream (permanently closed),https://sweetscienceth.wixsite.com/sweetscienceth," 2550, Wabash Avenue, Terre Haute, Vigo County, Indiana, 47803, United States"
fast_food,Jimmy John's,Not Provided," 3734, South 4th Street, Terre Haute, Vigo County, Indiana, 47802, United States"
fast_food,Monical's Pizza,https://www.monicals.com/locations/monicals-pizza-of-terre-haute/," 3712, South 4th Street, Terre Haute, Vigo County, Indiana, 47802, United States"
restaurant,Buffalo Wild Wings,https://www.buffalowildwings.com/en/locations/Detail/0321," 3718, South 4th Street, Terre Haute, Vigo County, Indiana, 47802, United States"
fast_food,Little Caesars,Not Provided," North 25th Street, Terre Haute, Vigo County, Indiana, 47807, United States"
fast_food,Subway,Not Provided," East Margaret Drive, Terre Haute, Vigo County, Indiana, 47803, United States"
restaurant,Ruby Tuesday,Not Provided," South 3rd Street, Terre Haute, Vigo County, Indiana, 47802, United States"
fast_food,Long John Silver's,Not Provided," South 3rd Street, Terre Haute, Vigo County, Indiana, 47802, United States"
restaurant,Yujo,Not Provided," 9431, North Meridian Street, College Crest, Spring Hollow, Indianapolis, Marion County, Indiana, 46260, United States"
restaurant,El Arriero,Not Provided," South Lafountain Street, Kokomo, Howard County, Indiana, 46902, United States"
fast_food,Auntie Anne's,Not Provided," Honey Creek Drive, Terre Haute, Vigo County, Indiana, 47808, United States"
restaurant,TGI Friday's,Not Provided," Honey Creek Drive, Terre Haute, Vigo County, Indiana, 47808, United States"
fast_food,Magic Wok,Not Provided," Honey Creek Drive, Terre Haute, Vigo County, Indiana, 47808, United States"
fast_food,Pizza di Roma,Not Provided," Honey Creek Drive, Terre Haute, Vigo County, Indiana, 47808, United States"
fast_food,Cajun Grill,Not Provided," Honey Creek Drive, Terre Haute, Vigo County, Indiana, 47808, United States"
cafe,Second Cup,Not Provided," Honey Creek Drive, Terre Haute, Vigo County, Indiana, 47808, United States"
restaurant,Penn Station East Coast Subs,Not Provided," 2736, Wabash Avenue, Terre Haute, Vigo County, Indiana, 47803, United States"
cafe,Copper Moon Coffee,Not Provided," Lower Colonel H. Weir Cook Memorial Drive (arrivals), Indianapolis, Marion County, Indiana, 46231, United States"
cafe,Coffee Zon Cafe,Not Provided," 7800, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
fast_food,Ben's Soft Pretzels,Not Provided," 7800, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
cafe,Starbucks,Not Provided," Lower Colonel H. Weir Cook Memorial Drive (arrivals), Indianapolis, Marion County, Indiana, 46231, United States"
restaurant,Wolfgang Puck Express,Not Provided," 7800, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
cafe,Starbucks,Not Provided," 7800, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
cafe,Starbucks,Not Provided," 7800, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
cafe,Cafe Patachou,Not Provided," 7800, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
restaurant,Harry and Izzy's,Not Provided," 7800, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
cafe,Starbucks,Not Provided," South Service Road, Indianapolis, Marion County, Indiana, 46231, United States"
restaurant,Camden Food Company,Not Provided," Lower Colonel H. Weir Cook Memorial Drive (arrivals), Indianapolis, Marion County, Indiana, 46231, United States"
fast_food,King David Dogs,Not Provided," 7800, Colonel H. Weir Cook Memorial Drive, Indianapolis, Marion County, Indiana, 46241, United States"
cafe,Spencer Coffee House,Not Provided," 10, North Main Street, Spencer, Owen County, Indiana, 47460, United States"
restaurant,Civilian Brewing Corps,Not Provided," 14, North Washington Street, Spencer, Owen County, Indiana, 47460, United States"
restaurant,Good Times Family Restaurant & Grill,Not Provided," 376, West State Road 46, Spencer, Owen County, Indiana, 47460, United States"
restaurant,Old Pizza King,Not Provided," West Kilgore Avenue, West Muncie, Yorktown, Delaware County, Indiana, 47396, United States"
restaurant,Aver's Pizza,Not Provided," South Henderson Street, Sunny Slopes, Bloomington, Monroe County, Indiana, 47401, United States"
fast_food,Subway,Not Provided," South Henderson Street, Sunny Slopes, Bloomington, Monroe County, Indiana, 47401, United States"
restaurant,Cloverleaf,Not Provided," South Henderson Street, Sunny Slopes, Bloomington, Monroe County, Indiana, 47401, United States"
fast_food,Rally's,Not Provided," 2316, West Sycamore Street, Sycamore Plaza, Kokomo, Howard County, Indiana, 46901, United States"
restaurant,The North End BBQ,Not Provided," Evergreen Avenue, Nora, Indianapolis, Marion County, Indiana, 46240, United States"
restaurant,Forest Food Court,Not Provided," 1725, East 3rd Street, Bloomington, Monroe County, Indiana, 47406, United States"
cafe,Intersection Coffee Shop,https://www.thebridgelogansport.com/coffee," 301, East Linden Avenue, Logansport, Cass County, Indiana, 46947, United States"
fast_food,CoreLife Eatery,https://www.corelifeeatery.com/," 4335, East 82nd Street, Indianapolis, Marion County, Indiana, 46250, United States"
